x,y,z
0.02123713493347168,0.027746379375457764,0.054422855377197266
0.022673070430755615,0.03544539213180542,0.17982149124145508
0.019921958446502686,0.05355721712112427,0.14544373750686646
0.008783042430877686,0.09902185201644897,0.16906538605690002
0.009311914443969727,0.09437912702560425,0.1673557460308075
0.01481008529663086,0.05220454931259155,0.18334555625915527
0.00829082727432251,0.08899646997451782,0.1872366964817047
0.014634668827056885,0.08552855253219604,0.19492867588996887
0.010987639427185059,0.08919817209243774,0.1888582706451416
0.013044774532318115,0.06779652833938599,0.11909687519073486
0.014688193798065186,0.0683850646018982,0.14110302925109863
0.015594780445098877,0.07255822420120239,0.11323651671409607
0.01564568281173706,0.07442444562911987,0.07789826393127441
0.005919396877288818,0.08963137865066528,0.15391016006469727
-0.006821990013122559,0.017515361309051514,0.23365071415901184
-0.012076079845428467,0.020283162593841553,0.20347978174686432
-0.013482928276062012,-0.02068549394607544,0.22054097056388855
-0.01818627119064331,-0.000590205192565918,0.1637047529220581
-0.019437134265899658,0.00016611814498901367,0.10225081443786621
-0.01589149236679077,-0.009337902069091797,0.11133363842964172
-0.01631486415863037,-0.009065747261047363,0.16571223735809326
-0.01651066541671753,-0.00867849588394165,0.16029250621795654
-0.009496808052062988,-0.008183002471923828,0.12229093909263611
-0.006974518299102783,0.007495105266571045,0.18228790163993835
0.004354298114776611,0.008003532886505127,0.14233693480491638
0.020631790161132812,0.042578041553497314,0.1815413534641266
0.030978918075561523,0.052369773387908936,0.15244486927986145
0.030881106853485107,0.09168475866317749,0.13872912526130676
0.035064637660980225,0.10104793310165405,0.1386791169643402
0.0363006591796875,0.0967751145362854,0.12932011485099792
0.036232590675354004,0.0861169695854187,0.18448588252067566
0.037458837032318115,0.08536428213119507,0.12433359026908875
0.035891175270080566,0.07584971189498901,0.19406640529632568
0.029785335063934326,0.08885997533798218,0.2166314721107483
0.019654452800750732,0.04881554841995239,0.22852641344070435
-0.010773003101348877,0.026941239833831787,0.21698421239852905
-0.027736783027648926,0.003760039806365967,0.16647747159004211
-0.038625121116638184,0.032555997371673584,0.18407678604125977
